"","X1","stimulus","context","response","longWord","shortWord","order","workerid","longFreqs","shortFreqs","freqDiff","longSyllables","shortSyllables","syllableDiff","lengthShort","lengthLong","lengthDiff","longAmbs","shortAmbs","ambDiff"
"1054",1054,"LongShort 35","neut","long","hamburger","burger","longfirst",28,9.038452e-07,7.287587e-07,1.750865e-07,3,2,1,6,9,3,2,2,0
"1055",1055,"LongShort 23","neut","short","advertisement","ad","longfirst",28,5.560162e-06,2.365374e-05,-1.8093578e-05,4,1,3,2,13,11,1,2,-1
"1056",1056,"LongShort 13","supp","short","limousine","limo","longfirst",28,9.800227e-07,9.200223e-07,6.00003999999999e-08,3,2,1,4,9,5,1,1,0
"1057",1057,"LongShort 7","neut","short","fraternity","frat","shortfirst",28,2.587675e-06,2.425691e-07,2.3451059e-06,4,1,3,4,10,6,2,1,1
"1058",1058,"LongShort 1","neut","short","mathematics","math","longfirst",28,1.549296e-05,7.794503e-06,7.698457e-06,4,1,3,4,11,7,1,1,0
"1059",1059,"LongShort 39","neut","short","United States","U.S.","longfirst",28,0.0001824527,0.0001994894,-1.70367e-05,4,2,2,4,13,9,0,2,-2
"1060",1060,"LongShort 33","neut","short","milkshake","shake","longfirst",28,1.358045e-07,1.406508e-05,-1.39292755e-05,2,1,1,5,9,4,1,15,-14
"1061",1061,"LongShort 11","neut","short","chimpanzee","chimp","longfirst",28,8.37735e-07,2.823839e-07,5.553511e-07,3,1,2,5,10,5,1,1,0
"1062",1062,"LongShort 20","supp","short","chemotherapy","chemo","shortfirst",28,5.419988e-06,5.024421e-07,4.9175459e-06,5,2,3,5,12,7,1,0,1
"1063",1063,"LongShort 15","neut","long","cockroach","roach","longfirst",28,4.47114e-07,4.302494e-07,1.68646e-08,2,1,1,5,9,4,1,7,-6
"1064",1064,"LongShort 25","neut","short","gasoline","gas","longfirst",28,4.94043e-06,5.513792e-05,-5.019749e-05,3,1,2,3,8,5,1,8,-7
"1065",1065,"LongShort 32","neut","long","Coca-Cola","Coke","longfirst",28,1.371962e-06,3.273994e-06,-1.902032e-06,4,1,3,4,9,5,0,4,-4
"1066",1066,"LongShort 10","neut","short","rhinoceros","rhino","longfirst",28,7.435356e-07,3.811773e-07,3.623583e-07,4,2,2,5,10,5,1,1,0
"1067",1067,"LongShort 26","neut","short","United Kingdom","U.K.","longfirst",28,1.246354e-05,2.885971e-06,9.577569e-06,5,2,3,4,14,10,0,1,-1
"1068",1068,"LongShort 18","supp","short","undergraduate","undergrad","longfirst",28,5.726067e-06,1.413678e-07,5.5846992e-06,5,3,2,9,13,4,1,1,0
"1069",1069,"LongShort 8","supp","short","refrigerator","fridge","longfirst",28,4.072069e-06,1.790544e-06,2.281525e-06,5,1,4,6,12,6,1,1,0
"1070",1070,"LongShort 17","supp","short","referee","ref","shortfirst",28,1.367426e-06,1.774963e-06,-4.07537e-07,3,1,2,3,7,4,5,1,4
"1071",1071,"LongShort 16","supp","short","telephone","phone","shortfirst",28,2.258073e-05,5.122335e-05,-2.864262e-05,3,1,2,5,9,4,3,4,-1
"1072",1072,"LongShort 31","neut","short","mayonnaise","mayo","shortfirst",28,7.906859e-07,1.730539e-07,6.17632e-07,3,2,1,4,10,6,1,1,0
"1073",1073,"LongShort 9","neut","short","hippopotamus","hippo","longfirst",28,4.320485e-07,2.539075e-07,1.78141e-07,5,2,3,5,12,7,1,2,-1
"1074",1074,"LongShort 4","neut","short","dormitory","dorm","longfirst",28,1.470832e-06,1.270794e-06,2.00038e-07,4,1,3,4,9,5,2,1,1
"1075",1075,"LongShort 36","supp","short","quadriceps","quads","shortfirst",28,5.664211e-07,1.750432e-07,3.913779e-07,3,1,2,5,10,5,1,4,-3
"1076",1076,"LongShort 19","supp","short","kilogram","kilo","shortfirst",28,9.124634e-07,4.576148e-07,4.548486e-07,3,2,1,4,8,4,1,1,0
"1077",1077,"LongShort 38","supp","short","emergency room","ER","longfirst",28,1.423511e-06,5.256674e-06,-3.833163e-06,5,2,3,2,14,12,0,2,-2
"1078",1078,"LongShort 29","supp","long","Labrador","Lab","longfirst",28,1.356475e-06,3.402761e-06,-2.046286e-06,3,1,2,3,8,5,1,1,0
"1079",1079,"LongShort 3","supp","short","examination","exam","longfirst",28,4.042473e-05,7.573707e-06,3.2851023e-05,5,2,3,4,11,7,5,1,4
"1080",1080,"LongShort 30","neut","short","identification","ID","longfirst",28,2.959364e-05,1.134854e-05,1.82451e-05,6,2,4,2,14,12,5,3,2
"1081",1081,"LongShort 17","supp","long","referee","ref","longfirst",29,1.367426e-06,1.774963e-06,-4.07537e-07,3,1,2,3,7,4,5,1,4
"1082",1082,"LongShort 15","supp","long","cockroach","roach","shortfirst",29,4.47114e-07,4.302494e-07,1.68646e-08,2,1,1,5,9,4,1,7,-6
"1083",1083,"LongShort 36","neut","short","quadriceps","quads","shortfirst",29,5.664211e-07,1.750432e-07,3.913779e-07,3,1,2,5,10,5,1,4,-3
"1084",1084,"LongShort 25","neut","short","gasoline","gas","shortfirst",29,4.94043e-06,5.513792e-05,-5.019749e-05,3,1,2,3,8,5,1,8,-7
"1085",1085,"LongShort 28","supp","short","laboratory","lab","longfirst",29,1.962259e-05,7.893366e-06,1.1729224e-05,5,1,4,3,10,7,2,1,1
"1086",1086,"LongShort 32","supp","short","Coca-Cola","Coke","shortfirst",29,1.371962e-06,3.273994e-06,-1.902032e-06,4,1,3,4,9,5,0,4,-4
"1087",1087,"LongShort 24","supp","short","air conditioning","A/C","longfirst",29,9.803362e-07,8.118417,-8.1184160196638,5,2,3,3,16,13,0,0,0
"1088",1088,"LongShort 13","neut","short","limousine","limo","shortfirst",29,9.800227e-07,9.200223e-07,6.00003999999999e-08,3,2,1,4,9,5,1,1,0
"1089",1089,"LongShort 21","supp","short","television","TV","longfirst",29,3.935501e-05,2.830579e-05,1.104922e-05,4,2,2,2,10,8,3,2,1
"1090",1090,"LongShort 8","supp","short","refrigerator","fridge","longfirst",29,4.072069e-06,1.790544e-06,2.281525e-06,5,1,4,6,12,6,1,1,0
"1091",1091,"LongShort 7","neut","long","fraternity","frat","shortfirst",29,2.587675e-06,2.425691e-07,2.3451059e-06,4,1,3,4,10,6,2,1,1
"1092",1092,"LongShort 11","supp","long","chimpanzee","chimp","shortfirst",29,8.37735e-07,2.823839e-07,5.553511e-07,3,1,2,5,10,5,1,1,0
"1093",1093,"LongShort 23","neut","long","advertisement","ad","shortfirst",29,5.560162e-06,2.365374e-05,-1.8093578e-05,4,1,3,2,13,11,1,2,-1
"1094",1094,"LongShort 18","supp","short","undergraduate","undergrad","longfirst",29,5.726067e-06,1.413678e-07,5.5846992e-06,5,3,2,9,13,4,1,1,0
"1095",1095,"LongShort 19","neut","short","kilogram","kilo","longfirst",29,9.124634e-07,4.576148e-07,4.548486e-07,3,2,1,4,8,4,1,1,0
"1096",1096,"LongShort 12","neut","long","pornography","porn","longfirst",29,3.134869e-06,1.536788e-06,1.598081e-06,4,1,3,4,11,7,1,1,0
"1097",1097,"LongShort 30","neut","short","identification","ID","longfirst",29,2.959364e-05,1.134854e-05,1.82451e-05,6,2,4,2,14,12,5,3,2
"1098",1098,"LongShort 31","neut","long","mayonnaise","mayo","shortfirst",29,7.906859e-07,1.730539e-07,6.17632e-07,3,2,1,4,10,6,1,1,0
"1099",1099,"LongShort 26","supp","long","United Kingdom","U.K.","shortfirst",29,1.246354e-05,2.885971e-06,9.577569e-06,5,2,3,4,14,10,0,1,-1
"1100",1100,"LongShort 37","neut","short","quadrangle","quad","longfirst",29,6.720658e-07,6.115861e-07,6.04797e-08,3,1,2,4,10,6,2,4,-2
"1101",1101,"LongShort 6","neut","long","photograph","photo","shortfirst",29,1.470013e-05,1.544812e-05,-7.4799e-07,3,2,1,5,10,5,3,1,2
"1102",1102,"LongShort 39","neut","long","United States","U.S.","longfirst",29,0.0001824527,0.0001994894,-1.70367e-05,4,2,2,4,13,9,0,2,-2
"1103",1103,"LongShort 14","supp","short","saxophone","sax","shortfirst",29,5.750457e-07,2.952129e-07,2.798328e-07,3,1,2,3,9,6,1,2,-1
"1104",1104,"LongShort 34","neut","short","veterinarian","vet","shortfirst",29,1.091765e-06,1.764348e-06,-6.72583e-07,5,1,4,3,12,9,1,6,-5
"1105",1105,"LongShort 4","neut","short","dormitory","dorm","longfirst",29,1.470832e-06,1.270794e-06,2.00038e-07,4,1,3,4,9,5,2,1,1
"1106",1106,"LongShort 29","supp","short","Labrador","Lab","longfirst",29,1.356475e-06,3.402761e-06,-2.046286e-06,3,1,2,3,8,5,1,1,0
"1107",1107,"LongShort 2","supp","short","bicycle","bike","longfirst",29,4.300801e-06,5.626267e-06,-1.325466e-06,3,1,2,4,7,3,2,3,-1
"1108",1108,"LongShort 5","neut","short","memorandum","memo","longfirst",29,4.190034e-06,3.181543e-06,1.008491e-06,4,2,2,4,10,6,1,1,0
"1109",1109,"LongShort 10","neut","short","rhinoceros","rhino","longfirst",29,7.435356e-07,3.811773e-07,3.623583e-07,4,2,2,5,10,5,1,1,0
"1110",1110,"LongShort 9","supp","long","hippopotamus","hippo","longfirst",29,4.320485e-07,2.539075e-07,1.78141e-07,5,2,3,5,12,7,1,2,-1
"1111",1111,"LongShort 35","supp","short","hamburger","burger","shortfirst",29,9.038452e-07,7.287587e-07,1.750865e-07,3,2,1,6,9,3,2,2,0
"1112",1112,"LongShort 33","supp","long","milkshake","shake","shortfirst",29,1.358045e-07,1.406508e-05,-1.39292755e-05,2,1,1,5,9,4,1,15,-14
"1113",1113,"LongShort 1","neut","short","mathematics","math","longfirst",29,1.549296e-05,7.794503e-06,7.698457e-06,4,1,3,4,11,7,1,1,0
"1114",1114,"LongShort 22","supp","short","carbohydrates","carbs","shortfirst",29,2.852517e-06,4.69424e-07,2.383093e-06,4,1,3,5,13,8,1,0,1
"1115",1115,"LongShort 38","supp","short","emergency room","ER","shortfirst",29,1.423511e-06,5.256674e-06,-3.833163e-06,5,2,3,2,14,12,0,2,-2
"1116",1116,"LongShort 3","supp","short","examination","exam","shortfirst",29,4.042473e-05,7.573707e-06,3.2851023e-05,5,2,3,4,11,7,5,1,4
"1117",1117,"LongShort 16","supp","short","telephone","phone","longfirst",29,2.258073e-05,5.122335e-05,-2.864262e-05,3,1,2,5,9,4,3,4,-1
"1118",1118,"LongShort 20","neut","long","chemotherapy","chemo","shortfirst",29,5.419988e-06,5.024421e-07,4.9175459e-06,5,2,3,5,12,7,1,0,1
"1119",1119,"LongShort 27","neut","long","microphone","mic","longfirst",29,3.295621e-06,6.470023e-07,2.6486187e-06,3,1,2,3,10,7,1,0,1
"1120",1120,"LongShort 40","supp","short","United Nations","U.N.","longfirst",29,1.669196e-05,2.116058e-06,1.4575902e-05,5,2,3,4,14,10,0,0,0
"1121",1121,"LongShort 12","neut","long","pornography","porn","longfirst",30,3.134869e-06,1.536788e-06,1.598081e-06,4,1,3,4,11,7,1,1,0
"1122",1122,"LongShort 38","supp","long","emergency room","ER","shortfirst",30,1.423511e-06,5.256674e-06,-3.833163e-06,5,2,3,2,14,12,0,2,-2
"1123",1123,"LongShort 26","supp","short","United Kingdom","U.K.","longfirst",30,1.246354e-05,2.885971e-06,9.577569e-06,5,2,3,4,14,10,0,1,-1
"1124",1124,"LongShort 27","neut","long","microphone","mic","shortfirst",30,3.295621e-06,6.470023e-07,2.6486187e-06,3,1,2,3,10,7,1,0,1
"1125",1125,"LongShort 19","supp","long","kilogram","kilo","longfirst",30,9.124634e-07,4.576148e-07,4.548486e-07,3,2,1,4,8,4,1,1,0
"1126",1126,"LongShort 3","neut","short","examination","exam","shortfirst",30,4.042473e-05,7.573707e-06,3.2851023e-05,5,2,3,4,11,7,5,1,4
"1127",1127,"LongShort 2","supp","short","bicycle","bike","longfirst",30,4.300801e-06,5.626267e-06,-1.325466e-06,3,1,2,4,7,3,2,3,-1
"1128",1128,"LongShort 7","neut","long","fraternity","frat","longfirst",30,2.587675e-06,2.425691e-07,2.3451059e-06,4,1,3,4,10,6,2,1,1
"1129",1129,"LongShort 28","neut","short","laboratory","lab","shortfirst",30,1.962259e-05,7.893366e-06,1.1729224e-05,5,1,4,3,10,7,2,1,1
"1130",1130,"LongShort 6","neut","short","photograph","photo","longfirst",30,1.470013e-05,1.544812e-05,-7.4799e-07,3,2,1,5,10,5,3,1,2
"1131",1131,"LongShort 8","supp","short","refrigerator","fridge","longfirst",30,4.072069e-06,1.790544e-06,2.281525e-06,5,1,4,6,12,6,1,1,0
"1132",1132,"LongShort 34","neut","long","veterinarian","vet","shortfirst",30,1.091765e-06,1.764348e-06,-6.72583e-07,5,1,4,3,12,9,1,6,-5
"1133",1133,"LongShort 22","neut","short","carbohydrates","carbs","shortfirst",30,2.852517e-06,4.69424e-07,2.383093e-06,4,1,3,5,13,8,1,0,1
"1134",1134,"LongShort 39","neut","long","United States","U.S.","shortfirst",30,0.0001824527,0.0001994894,-1.70367e-05,4,2,2,4,13,9,0,2,-2
"1135",1135,"LongShort 16","supp","short","telephone","phone","shortfirst",30,2.258073e-05,5.122335e-05,-2.864262e-05,3,1,2,5,9,4,3,4,-1
"1136",1136,"LongShort 10","neut","short","rhinoceros","rhino","shortfirst",30,7.435356e-07,3.811773e-07,3.623583e-07,4,2,2,5,10,5,1,1,0
"1137",1137,"LongShort 1","supp","short","mathematics","math","longfirst",30,1.549296e-05,7.794503e-06,7.698457e-06,4,1,3,4,11,7,1,1,0
"1138",1138,"LongShort 30","neut","short","identification","ID","longfirst",30,2.959364e-05,1.134854e-05,1.82451e-05,6,2,4,2,14,12,5,3,2
"1139",1139,"LongShort 29","supp","short","Labrador","Lab","longfirst",30,1.356475e-06,3.402761e-06,-2.046286e-06,3,1,2,3,8,5,1,1,0
"1140",1140,"LongShort 11","supp","long","chimpanzee","chimp","longfirst",30,8.37735e-07,2.823839e-07,5.553511e-07,3,1,2,5,10,5,1,1,0
"1141",1141,"LongShort 23","neut","short","advertisement","ad","longfirst",30,5.560162e-06,2.365374e-05,-1.8093578e-05,4,1,3,2,13,11,1,2,-1
"1142",1142,"LongShort 33","supp","short","milkshake","shake","longfirst",30,1.358045e-07,1.406508e-05,-1.39292755e-05,2,1,1,5,9,4,1,15,-14
"1143",1143,"LongShort 5","supp","short","memorandum","memo","longfirst",30,4.190034e-06,3.181543e-06,1.008491e-06,4,2,2,4,10,6,1,1,0
"1144",1144,"LongShort 32","supp","short","Coca-Cola","Coke","shortfirst",30,1.371962e-06,3.273994e-06,-1.902032e-06,4,1,3,4,9,5,0,4,-4
"1145",1145,"LongShort 40","neut","short","United Nations","U.N.","longfirst",30,1.669196e-05,2.116058e-06,1.4575902e-05,5,2,3,4,14,10,0,0,0
"1146",1146,"LongShort 36","neut","short","quadriceps","quads","longfirst",30,5.664211e-07,1.750432e-07,3.913779e-07,3,1,2,5,10,5,1,4,-3
"1147",1147,"LongShort 17","neut","long","referee","ref","shortfirst",30,1.367426e-06,1.774963e-06,-4.07537e-07,3,1,2,3,7,4,5,1,4
"1148",1148,"LongShort 20","neut","long","chemotherapy","chemo","shortfirst",30,5.419988e-06,5.024421e-07,4.9175459e-06,5,2,3,5,12,7,1,0,1
"1149",1149,"LongShort 21","supp","short","television","TV","shortfirst",30,3.935501e-05,2.830579e-05,1.104922e-05,4,2,2,2,10,8,3,2,1
"1150",1150,"LongShort 35","supp","long","hamburger","burger","longfirst",30,9.038452e-07,7.287587e-07,1.750865e-07,3,2,1,6,9,3,2,2,0
"1151",1151,"LongShort 18","supp","long","undergraduate","undergrad","shortfirst",30,5.726067e-06,1.413678e-07,5.5846992e-06,5,3,2,9,13,4,1,1,0
"1152",1152,"LongShort 24","supp","long","air conditioning","A/C","longfirst",30,9.803362e-07,8.118417,-8.1184160196638,5,2,3,3,16,13,0,0,0
"1153",1153,"LongShort 4","neut","short","dormitory","dorm","longfirst",30,1.470832e-06,1.270794e-06,2.00038e-07,4,1,3,4,9,5,2,1,1
"1154",1154,"LongShort 37","neut","short","quadrangle","quad","shortfirst",30,6.720658e-07,6.115861e-07,6.04797e-08,3,1,2,4,10,6,2,4,-2
"1155",1155,"LongShort 31","neut","long","mayonnaise","mayo","shortfirst",30,7.906859e-07,1.730539e-07,6.17632e-07,3,2,1,4,10,6,1,1,0
"1156",1156,"LongShort 14","neut","long","saxophone","sax","longfirst",30,5.750457e-07,2.952129e-07,2.798328e-07,3,1,2,3,9,6,1,2,-1
"1157",1157,"LongShort 13","neut","short","limousine","limo","longfirst",30,9.800227e-07,9.200223e-07,6.00003999999999e-08,3,2,1,4,9,5,1,1,0
"1158",1158,"LongShort 15","neut","long","cockroach","roach","shortfirst",30,4.47114e-07,4.302494e-07,1.68646e-08,2,1,1,5,9,4,1,7,-6
"1159",1159,"LongShort 25","neut","short","gasoline","gas","shortfirst",30,4.94043e-06,5.513792e-05,-5.019749e-05,3,1,2,3,8,5,1,8,-7
"1160",1160,"LongShort 9","neut","short","hippopotamus","hippo","longfirst",30,4.320485e-07,2.539075e-07,1.78141e-07,5,2,3,5,12,7,1,2,-1
"1161",1161,"LongShort 17","supp","short","referee","ref","longfirst",31,1.367426e-06,1.774963e-06,-4.07537e-07,3,1,2,3,7,4,5,1,4
"1162",1162,"LongShort 37","supp","short","quadrangle","quad","shortfirst",31,6.720658e-07,6.115861e-07,6.04797e-08,3,1,2,4,10,6,2,4,-2
"1163",1163,"LongShort 20","neut","long","chemotherapy","chemo","longfirst",31,5.419988e-06,5.024421e-07,4.9175459e-06,5,2,3,5,12,7,1,0,1
"1164",1164,"LongShort 18","supp","long","undergraduate","undergrad","longfirst",31,5.726067e-06,1.413678e-07,5.5846992e-06,5,3,2,9,13,4,1,1,0
"1165",1165,"LongShort 33","supp","long","milkshake","shake","longfirst",31,1.358045e-07,1.406508e-05,-1.39292755e-05,2,1,1,5,9,4,1,15,-14
"1166",1166,"LongShort 30","neut","short","identification","ID","shortfirst",31,2.959364e-05,1.134854e-05,1.82451e-05,6,2,4,2,14,12,5,3,2
"1167",1167,"LongShort 22","supp","short","carbohydrates","carbs","shortfirst",31,2.852517e-06,4.69424e-07,2.383093e-06,4,1,3,5,13,8,1,0,1
"1168",1168,"LongShort 23","supp","short","advertisement","ad","longfirst",31,5.560162e-06,2.365374e-05,-1.8093578e-05,4,1,3,2,13,11,1,2,-1
"1169",1169,"LongShort 3","supp","short","examination","exam","longfirst",31,4.042473e-05,7.573707e-06,3.2851023e-05,5,2,3,4,11,7,5,1,4
"1170",1170,"LongShort 35","neut","long","hamburger","burger","longfirst",31,9.038452e-07,7.287587e-07,1.750865e-07,3,2,1,6,9,3,2,2,0
"1171",1171,"LongShort 34","neut","long","veterinarian","vet","shortfirst",31,1.091765e-06,1.764348e-06,-6.72583e-07,5,1,4,3,12,9,1,6,-5
"1172",1172,"LongShort 1","supp","short","mathematics","math","shortfirst",31,1.549296e-05,7.794503e-06,7.698457e-06,4,1,3,4,11,7,1,1,0
"1173",1173,"LongShort 10","neut","long","rhinoceros","rhino","shortfirst",31,7.435356e-07,3.811773e-07,3.623583e-07,4,2,2,5,10,5,1,1,0
"1174",1174,"LongShort 4","neut","long","dormitory","dorm","shortfirst",31,1.470832e-06,1.270794e-06,2.00038e-07,4,1,3,4,9,5,2,1,1
"1175",1175,"LongShort 29","neut","long","Labrador","Lab","longfirst",31,1.356475e-06,3.402761e-06,-2.046286e-06,3,1,2,3,8,5,1,1,0
"1176",1176,"LongShort 32","supp","short","Coca-Cola","Coke","shortfirst",31,1.371962e-06,3.273994e-06,-1.902032e-06,4,1,3,4,9,5,0,4,-4
"1177",1177,"LongShort 9","supp","short","hippopotamus","hippo","shortfirst",31,4.320485e-07,2.539075e-07,1.78141e-07,5,2,3,5,12,7,1,2,-1
"1178",1178,"LongShort 38","neut","short","emergency room","ER","shortfirst",31,1.423511e-06,5.256674e-06,-3.833163e-06,5,2,3,2,14,12,0,2,-2
"1179",1179,"LongShort 6","neut","short","photograph","photo","shortfirst",31,1.470013e-05,1.544812e-05,-7.4799e-07,3,2,1,5,10,5,3,1,2
"1180",1180,"LongShort 2","neut","short","bicycle","bike","longfirst",31,4.300801e-06,5.626267e-06,-1.325466e-06,3,1,2,4,7,3,2,3,-1
"1181",1181,"LongShort 19","supp","long","kilogram","kilo","longfirst",31,9.124634e-07,4.576148e-07,4.548486e-07,3,2,1,4,8,4,1,1,0
"1182",1182,"LongShort 40","supp","long","United Nations","U.N.","shortfirst",31,1.669196e-05,2.116058e-06,1.4575902e-05,5,2,3,4,14,10,0,0,0
"1183",1183,"LongShort 11","neut","long","chimpanzee","chimp","shortfirst",31,8.37735e-07,2.823839e-07,5.553511e-07,3,1,2,5,10,5,1,1,0
"1184",1184,"LongShort 24","supp","long","air conditioning","A/C","longfirst",31,9.803362e-07,8.118417,-8.1184160196638,5,2,3,3,16,13,0,0,0
"1185",1185,"LongShort 12","neut","long","pornography","porn","longfirst",31,3.134869e-06,1.536788e-06,1.598081e-06,4,1,3,4,11,7,1,1,0
"1186",1186,"LongShort 27","supp","long","microphone","mic","shortfirst",31,3.295621e-06,6.470023e-07,2.6486187e-06,3,1,2,3,10,7,1,0,1
"1187",1187,"LongShort 21","neut","long","television","TV","longfirst",31,3.935501e-05,2.830579e-05,1.104922e-05,4,2,2,2,10,8,3,2,1
"1188",1188,"LongShort 28","supp","short","laboratory","lab","longfirst",31,1.962259e-05,7.893366e-06,1.1729224e-05,5,1,4,3,10,7,2,1,1
"1189",1189,"LongShort 39","supp","long","United States","U.S.","shortfirst",31,0.0001824527,0.0001994894,-1.70367e-05,4,2,2,4,13,9,0,2,-2
"1190",1190,"LongShort 16","supp","short","telephone","phone","longfirst",31,2.258073e-05,5.122335e-05,-2.864262e-05,3,1,2,5,9,4,3,4,-1
"1191",1191,"LongShort 25","supp","short","gasoline","gas","longfirst",31,4.94043e-06,5.513792e-05,-5.019749e-05,3,1,2,3,8,5,1,8,-7
"1192",1192,"LongShort 15","neut","long","cockroach","roach","shortfirst",31,4.47114e-07,4.302494e-07,1.68646e-08,2,1,1,5,9,4,1,7,-6
"1193",1193,"LongShort 26","supp","long","United Kingdom","U.K.","shortfirst",31,1.246354e-05,2.885971e-06,9.577569e-06,5,2,3,4,14,10,0,1,-1
"1194",1194,"LongShort 36","neut","short","quadriceps","quads","longfirst",31,5.664211e-07,1.750432e-07,3.913779e-07,3,1,2,5,10,5,1,4,-3
"1195",1195,"LongShort 14","neut","long","saxophone","sax","longfirst",31,5.750457e-07,2.952129e-07,2.798328e-07,3,1,2,3,9,6,1,2,-1
"1196",1196,"LongShort 5","neut","short","memorandum","memo","shortfirst",31,4.190034e-06,3.181543e-06,1.008491e-06,4,2,2,4,10,6,1,1,0
"1197",1197,"LongShort 13","neut","long","limousine","limo","shortfirst",31,9.800227e-07,9.200223e-07,6.00003999999999e-08,3,2,1,4,9,5,1,1,0
"1198",1198,"LongShort 31","supp","long","mayonnaise","mayo","shortfirst",31,7.906859e-07,1.730539e-07,6.17632e-07,3,2,1,4,10,6,1,1,0
"1199",1199,"LongShort 7","neut","long","fraternity","frat","longfirst",31,2.587675e-06,2.425691e-07,2.3451059e-06,4,1,3,4,10,6,2,1,1
"1200",1200,"LongShort 8","neut","short","refrigerator","fridge","longfirst",31,4.072069e-06,1.790544e-06,2.281525e-06,5,1,4,6,12,6,1,1,0
"1201",1201,"LongShort 27","supp","short","microphone","mic","longfirst",32,3.295621e-06,6.470023e-07,2.6486187e-06,3,1,2,3,10,7,1,0,1
"1202",1202,"LongShort 20","neut","long","chemotherapy","chemo","shortfirst",32,5.419988e-06,5.024421e-07,4.9175459e-06,5,2,3,5,12,7,1,0,1
"1203",1203,"LongShort 40","supp","short","United Nations","U.N.","longfirst",32,1.669196e-05,2.116058e-06,1.4575902e-05,5,2,3,4,14,10,0,0,0
"1204",1204,"LongShort 1","supp","short","mathematics","math","longfirst",32,1.549296e-05,7.794503e-06,7.698457e-06,4,1,3,4,11,7,1,1,0
"1205",1205,"LongShort 33","neut","long","milkshake","shake","longfirst",32,1.358045e-07,1.406508e-05,-1.39292755e-05,2,1,1,5,9,4,1,15,-14
"1206",1206,"LongShort 34","neut","long","veterinarian","vet","longfirst",32,1.091765e-06,1.764348e-06,-6.72583e-07,5,1,4,3,12,9,1,6,-5
"1207",1207,"LongShort 4","supp","long","dormitory","dorm","shortfirst",32,1.470832e-06,1.270794e-06,2.00038e-07,4,1,3,4,9,5,2,1,1
"1208",1208,"LongShort 28","neut","long","laboratory","lab","shortfirst",32,1.962259e-05,7.893366e-06,1.1729224e-05,5,1,4,3,10,7,2,1,1
"1209",1209,"LongShort 12","supp","long","pornography","porn","shortfirst",32,3.134869e-06,1.536788e-06,1.598081e-06,4,1,3,4,11,7,1,1,0
"1210",1210,"LongShort 31","supp","long","mayonnaise","mayo","shortfirst",32,7.906859e-07,1.730539e-07,6.17632e-07,3,2,1,4,10,6,1,1,0
"1211",1211,"LongShort 32","supp","short","Coca-Cola","Coke","longfirst",32,1.371962e-06,3.273994e-06,-1.902032e-06,4,1,3,4,9,5,0,4,-4
"1212",1212,"LongShort 6","supp","long","photograph","photo","shortfirst",32,1.470013e-05,1.544812e-05,-7.4799e-07,3,2,1,5,10,5,3,1,2
"1213",1213,"LongShort 30","neut","long","identification","ID","longfirst",32,2.959364e-05,1.134854e-05,1.82451e-05,6,2,4,2,14,12,5,3,2
"1214",1214,"LongShort 5","supp","short","memorandum","memo","longfirst",32,4.190034e-06,3.181543e-06,1.008491e-06,4,2,2,4,10,6,1,1,0
"1215",1215,"LongShort 7","neut","short","fraternity","frat","longfirst",32,2.587675e-06,2.425691e-07,2.3451059e-06,4,1,3,4,10,6,2,1,1
"1216",1216,"LongShort 26","supp","long","United Kingdom","U.K.","shortfirst",32,1.246354e-05,2.885971e-06,9.577569e-06,5,2,3,4,14,10,0,1,-1
"1217",1217,"LongShort 19","neut","long","kilogram","kilo","longfirst",32,9.124634e-07,4.576148e-07,4.548486e-07,3,2,1,4,8,4,1,1,0
"1218",1218,"LongShort 38","supp","long","emergency room","ER","longfirst",32,1.423511e-06,5.256674e-06,-3.833163e-06,5,2,3,2,14,12,0,2,-2
"1219",1219,"LongShort 18","neut","long","undergraduate","undergrad","longfirst",32,5.726067e-06,1.413678e-07,5.5846992e-06,5,3,2,9,13,4,1,1,0
"1220",1220,"LongShort 23","supp","long","advertisement","ad","longfirst",32,5.560162e-06,2.365374e-05,-1.8093578e-05,4,1,3,2,13,11,1,2,-1
"1221",1221,"LongShort 13","supp","long","limousine","limo","shortfirst",32,9.800227e-07,9.200223e-07,6.00003999999999e-08,3,2,1,4,9,5,1,1,0
"1222",1222,"LongShort 3","supp","short","examination","exam","longfirst",32,4.042473e-05,7.573707e-06,3.2851023e-05,5,2,3,4,11,7,5,1,4
"1223",1223,"LongShort 10","supp","long","rhinoceros","rhino","shortfirst",32,7.435356e-07,3.811773e-07,3.623583e-07,4,2,2,5,10,5,1,1,0
"1224",1224,"LongShort 16","supp","short","telephone","phone","shortfirst",32,2.258073e-05,5.122335e-05,-2.864262e-05,3,1,2,5,9,4,3,4,-1
"1225",1225,"LongShort 11","supp","long","chimpanzee","chimp","longfirst",32,8.37735e-07,2.823839e-07,5.553511e-07,3,1,2,5,10,5,1,1,0
"1226",1226,"LongShort 39","supp","long","United States","U.S.","longfirst",32,0.0001824527,0.0001994894,-1.70367e-05,4,2,2,4,13,9,0,2,-2
"1227",1227,"LongShort 29","supp","long","Labrador","Lab","longfirst",32,1.356475e-06,3.402761e-06,-2.046286e-06,3,1,2,3,8,5,1,1,0
"1228",1228,"LongShort 21","supp","short","television","TV","longfirst",32,3.935501e-05,2.830579e-05,1.104922e-05,4,2,2,2,10,8,3,2,1
